game,review,voted_up,playtime_forever
GTA5,"""please run the rockstar games launcher and sign in to continue""
I'm ♥♥♥♥♥♥♥ signed in.",False,1068
GTA5,"Are you looking for a lobotomizing experiance?
Well, look no further!!
There's this really neat thing called GTA Online...

It can give you all the stimulation that your tiny little noggin will need to keep the blood pumping and the rage burnin'...

Toodles~",True,3468
GTA5,Very good for people below 15 yrs old especially in story mode in the starter missions,True,5764
GTA5,"Oyunun açık dünyası harika, hikayeyi bitirdim paramda var araba modifiyelip açık dünyada geziom ve çok sarıo, hikayede çok iyi",True,3586
GTA5,flylofm is objectively the best radio station in los santos,True,29304
GTA5,"VERI COL!!! i played for 13 hours started with 1 million bc of the enterprise starter pack, spent it all to 24k, now im back at 1.2 mil!!!!! i reccomend very cool.",True,1904
GTA5,i love murdering strippers while in my underwear and a pig mask. I also enjoy playing gta 5 and doing the same thing,True,8952
GTA5,"This is by far my most played game and favourite game. Its action packed and highly recommend the game, you can find it anywhere from £7.50-20.00 (GBP). 
I would recommend start with story mode, so then you can understand the controls, get an overall feal for the game, how to do heists and set up different things (like businesses) which are a key aspect in the Online mode once you find story which usually takes 1-2 weeks on average to complete.
Please give this game a shot, I am sure you know it!
Thank you!",True,11551
GTA5,"The Ultimate Criminal Playground—Even Better with a Squad!
With over 480 hours clocked in, I can confidently say that the online mode is one of the most thrilling, chaotic, and limitless multiplayer experiences in gaming history.

Thrilling and Challenging Heists: Planning and executing massive heists like The Doomsday Heist or Cayo Perico with friends requires solid coordination. The rush of successfully escaping with millions of dollars in loot is unmatched.

Building a Business Empire Together: From managing Nightclubs and CEO businesses to Bunkers and Motorcycle Clubs, having friends to help sell and protect your cargo makes the grinding process highly enjoyable and way safer from griefers.

Pure Open-World Freedom and Chaos: When you want a break from missions, just cruising around Los Santos, showing off supercars, hitting crazy Stunt Races, or getting into random public lobby wars keeps the multiplayer experience endlessly entertaining.

If you have a group of friends to play with, this game offers hundreds of hours of pure, addictive fun. Highly recommended! 10/10.",True,28965
GTA5,w game but if you are under 18 then dont play this game cuz it contains stuff,True,1155
GTA5,"it's difficult for people who are new because there are so many confusions in the missions how to choose what is happening, at least there should be a guide",False,2352
GTA5,love this game been playing it forever but get the enhanced version its like ps5 gta.,True,675
GTA5,i like to play gta everyday especially lspdfr! Thanks for making it possible.,True,12459
GTA5,"кто придумал наставить столько охранников в кайо перико, казнить четвертованием",False,7647
GTA5,i like the chill and fun aspect of game atmosphere,True,15034
GTA5,pretty good game but some of these cutscenes are to ♥♥♥♥♥♥♥♥ long,True,3493
GTA5,"No general chat.

Game has been ruined by greedy corporate shills, nepo hires, and blue haired devs.

If this is foresight into GTA6...we (gamers) are screwed!",False,34882
GTA5,"dripped in online bought a car, stole money, sold drugs, bought an office, sold more illegal products 10/10",True,1423
GTA5,Works perfectly with graphics mods and vegetation mods,True,7152
GTA5,ITS FUN BUT I WOULD RECOMEND IF YOU WANT FIVEM WITH IT YOU WILL HAVE TO ALOT OF WOOK TO GET BUT ONCE YOU GET ITS WORTH IT,True,4501
GTA5,Welcome To Modding Hell Where it takes you 3 hours to figure out modding anyways Best game of all time,True,5341
GTA5,"Rating: ⭐⭐⭐⭐☆ (4/5)

Such a fun experience! Both the story and Online modes are top-tier. Online is perfect because you can have a relaxed time with friends or jump into total chaos whenever you want. The business mechanics are engaging and keep me coming back for more. A very solid 8/10!",True,7305
GTA5,hopped on with zeo hours left with 12 i9ve never played a game for so long gta is still fun,True,1536
GTA5,"I am black , this game is racist because i came up to an officer while trying to pick my car up from the impound and the officer said what do u want and then he shot me , i thibk its because im black (i put a sticky grenade on his ♥♥♥♥)",False,3009
GTA5,"“Stole a car.
Ran over a happy family of 4.
Robbed a gas station.
Went home and played the game.
Love it, would recommend!” ⭐⭐⭐⭐⭐",True,2213
GTA5,the only game which was on everyone's wishlist without a single doubt.,True,9891
GTA5,I can spend 12 hours of my day robbing the same island and bank twice. Also i can be killed by a random AI who swerves infront of me going 125mph+,True,14761
GTA5,Story is good but the main problem is you never know what your next mission is you have to roam around the map to find out.There is nowhere where it is written go there for your next mission or what is your next mission until you start the mission.,True,2269
GTA5,Do I really need to tell you that this game is good? It has outlasted 3 generations of consoles.,True,7161
GTA5,BEST GAME EVER!  good story line best graphics other then rd2 but good storyline good online mode good fps and i like the shoe store,True,410
GTA5,i modded this for superman v2.2 and i cant stay off especially cause i watch the boys and invincible lol.,True,2913
GTA5,"very good game, the mission is easy but hella annoying. recommended",True,6409
GTA5,DONT BUY THIS GAME DONT TRY TO MAKE A NEW ACCOUNT BECAUS ROCKSTAR WIULL RAPE UR ANUS FOR NO REASON BUT GREED,False,98
GTA5,"Before you play online you have to make sure there are no knives or razors around you, because it happened to me many times, that i found the relief of cutting my wrists to be an effective coping mechanism to the nonconsentual penetration that happens to non-modders.",True,26970
GTA5,"cool game 
i would recommend it if you are among the 5 people who still haven't played it",True,466
GTA5,nice open world game with annoing online player😂,True,11359
GTA5,Just when the prologue started I already had a gun in my hands. I felt like a child in Iraq,True,48226
GTA5,Glad I can have a closed session. All the higher level kills were getting ridiculous,True,2580
GTA5,muito bom mas prefiro ir no sapatinho e ficar gastando meu dinehiro todo lá,True,123
GTA5,You should shop for cool shoes at the shoe on the map. Extra points if your parents are in the room,True,4216
GTA5,iv been playing GTA ever since my dad let me on his PS2 with GTA3 with GTA4 being my favorte GTAV has brought many many years of memories and i cant wait to make more with GTA6,True,4315
GTA5,a good game but the lag is crazy but i would love it for people to try it out,True,26545
GTA5,"Launch game.
story mode.
play.
finish.
online.
good game.",True,2106
GTA5,fun n better on pc ngl but thers ton of modders doing random shi.,True,5135
GTA5,stupid. online is a train wreck but also the dumbest fun you can ever have 4/10,True,20497
GTA5,i really like this game cause i like attacking people but i havemt really played the story mode yet so idk abt that,True,1771
GTA5,"someone crashed into me while i tried to remember where i was. would try to remember again.

if this was in vr, i would remember better. so this should have vr support even if its in beta or whatever cheddar.",True,193
GTA5,"GAME IS HONESTLY GOOD FIRSTLY PLAYED ON PS3 NOW TODAY ON THIS PC YEAH ONLINE MODE HAS TONS OF GRIEFERS WHICH ,MAY RUIN THE GAMEPLAY ALTHOUGH EVERYTHING IS FUN AND EXICTING AND ESPECIALLY THE STORY MODE IS STILL LEGENDARY REALLY TOUGH STORY AMONG ALL 3PROTAGNISTS GAME IS WORTH MY MONEY",True,5755
GTA5,i make big money cheating. Then they stop letting u cheat like wahhhhhh. My money no longer #liluzivertblondedLosSantos97.8FM,True,28988
GTA5,great game to masterbate to online strippers,True,68
GTA5,Fun Game with amazing graphics. 100% recommend,True,13153
GTA5,went into the shoe store and didnt even find shoes just pixle titties,True,1376
GTA5,um hello who cares about gta 6 ! gta V is where it all began and ended i will never miss it cause guess what i will keep on playing idc what u say cz aint allowed to comment,True,5031
GTA5,Rus good on low med settings arround 100fps in sandy on low about 60 on med in sandy in lossantos like 90 on low 40 on med overall would reccomend if you have simalar specs,True,4427
GTA5,makes me want to grab a shotgun and blow my skull matter all over my walls,False,2258
GTA5,Great game play. and you never get bored when you start playing this,True,20112
GTA5,i thought it was a subouzed a 2 be gleft thung dung autocracy 2                :(( i eat version. tomorrow,True,1300
GTA5,Very fun game if you are intresting in dfriving uilleg,True,1851
GTA5,This game i feel like everybody knows already but i just cant stop beating this game rockstar did a really good job on the story. I wish you could go into more buildings tho. Other then that i rate the story mode a 8.5 out of 10,True,7039
GTA5,"Even after all these years, it's still fun alone and with friends.",True,7619
GTA5,best game for all generations and ones to come,True,28227
GTA5,best game ever played and best version ever!,True,78516
GTA5,"Good game, minimum bugs, i recomended the game",True,1402
GTA5,very very good and yummy especially the trees,True,6097
GTA5,"One would assume that after more than 10 years of having GTA Online, the developers would address the slow connection issues to jobs, the inadequate job system, and other related problems when attempting to play with others. I have experienced numerous instances where I completed missions only to be abruptly disconnected, despite being in close proximity to my functioning router.

The most frustrating aspect is the time wasted and the minimal earnings generated. Aside from perhaps car theft and a few heists that do not encounter bugs 90% of the time, running a business daily feels like a futile endeavor. The entire system appears fundamentally flawed, and even the online events seem designed to be as unenjoyable as possible, suggesting that the developers harbor a disdain for the players.

While it is indeed GTA, one must be honest and recognize that the system is fundamentally exploitative, aimed at wasting your time so that you feel compelled to purchase their in-game currency. I am entirely convinced that they will replicate these issues in GTA 6, potentially exacerbating them to the point where players will need to invest 1000 hours just to afford a single vehicle.",False,10691
GTA5,fun and don't get bored. over 18+,True,829
GTA5,game asuikeesss dicoba mawonnss,True,2781
GTA5,Trevor is still the best game character ever!,True,2834
GTA5,fun game and not as many cheaters,True,3009
GTA5,rockstar creators like to blow ♥♥♥♥♥ game is trash,False,2102
GTA5,"Playtime minimal, crash restarts optimal!",False,7519
GTA5,"absolute classic, download fiveM and do some RP",True,1843
GTA5,"Good game, very fun, the legend will never die😎😎😎",True,9662
GTA5,its a very fun game just hoped that they would add more easy money erning ways,True,21547
GTA5,YES. Perfect sandox. Every session is like a movie.,True,5542
GTA5,GTA V running Smooth on my Potato PC. Its AMAZING,True,2012
GTA5,where is gta 6 iv been waited for 12 freaking years. come on rockstar release the trailer 3,True,938
GTA5,Best game. Doesnt requer a strong computer.,True,1806
GTA5,it is the best game for killing and has a perfect story!,True,21156
GTA5,"Didn't play online mode a lot. But story mode was fun to play.

4.67 / 5",True,11091
GTA5,"Убивал людей, грабил банки,угонял машины а потом зашел в игру, не понравилась ...",False,162141
GTA5,Nice game I have played more than 2000 hrs till now best game till now i have played,True,113672
GTA5,The game is fun and even better with mods,True,7542
GTA5,Played for 14 hours. Still a safer driver in game than in real life.,True,889
GTA5,This game sucks. Literally zero anti-cheat. Online public matches are unplayable due to the hacking.,False,450
GTA5,besst game nah bro people will never know how much it can do my pc is kinda overkill,True,3796
GTA5,rockstar keeps bugging cannot launch the game,False,5420
GTA5,"i have tried to play either offline or online and could not login to the rockstar account. for some reason my steam GTAV copy says its assigned to a different account that is not any account I've owned. i have attempted to sign into my account through the rockstar launcher and getting to the game that way but it just says an error due to account. I've appealed to rockstar support but can not get any assistance, now whenever i submit a new request it just displays an error. is rockstar now just ignoring me. i tried to get a new copy of GTAV from steam but steam states they don't sell additional copies and that if i was to remove this copy and purchase it again i would just get the same CDkey. the issue is with this copy of GTAV that i believe has been tampered with. i tried playing GTAV when i was younger but didn't have a pc strong enough. now that i do and try to log in to play my game is linked to another account. rockstar refuses to help and steam is no help either. I'm stuck atm. all i want is to experience the game. i believe the game is good but rock star support just sucks.",False,4820
GTA5,Unable to play as Rockstar Support is not able to verify my purchase through steam.  The Rockstar Launcher is required and needs to verify your account.  Purchasing this game on Steam is insufficient to allow you to play.,False,956
GTA5,"Dont waste your time with either. Both are so bugged out its not playable anymore. Sad, because this game worked fine for 10+ years until they ruined it.",False,5265
GTA5,"No I would not recommend, the story mode is amazing but gta online is too grindy and boring it is a second job to grind cayo perico, NEVER play online, it is a waste of time.",False,845
GTA5,really fun game to play with friends i recomend you playing it,True,1002
GTA5,Shoutout dan and ben for the prime GTA online grinding days,True,7118
GTA5,This is Peak! gotta do FiveM for extra spice.,True,344
GTA5,It's a really realistic game where you can do whatever you want!,True,55997
GTA5,Amazing how even so long after release it still has 20k+ players,True,24037
GTA5,Hey Billion Dollar Company can you make it so my game actually closes when I close it instead of hiding in the background like some new virus the government is getting ready to release? thanks,False,55684
GTA5,No other words can describe this game besides perfect.,True,2057
GTA5,too complicated to understand,False,431
GTA5,Honestly great game even better with mods,True,702
GTA5,i like the game but not great for low end pcs,True,701
GTA5,"ограбили с другом в гта онлайне , купил себе опрессор.полетал  надоело",True,4166
GTA5,goated game especially if you mod it ( only in story mode bc in online you will get banned ),True,55005
GTA5,a great game its best for playing i will recommended everyone,True,5122
GTA5,THIS IS THEE BEST GAME I'VE EVER PLAYED IN MY LIFE I HOPE GTA 6 RELEASE ON NOVEMBER!!,True,8227
GTA5,its really fun until npc croses u on 140 mph,True,12514
GTA5,Peak for fun mods and good story,True,12460
GTA5,yes yes me like it good i suck tung tung tung shaurs ♥♥♥♥,True,3785
GTA5,This game is the best of the best. most successful game out there.,True,2174
GTA5,A good way to enact my urge to rob and kill innocent people!,True,3683
GTA5,good but watchOUT FOR THE ERROR THATS SAYS YOUR TRYING TO ENTER ONLINE WITH AN ALTERED VERSION OF THE GAME,True,2387
GTA5,super fun to play with lspdfr :steamhappy:,True,3919
GTA5,Very Good Game This game was suggested my my Freind Adithya,True,33569
GTA5,my specs may make it laggy but it is a good game,True,4628
GTA5,"♥♥♥♥ the game, rockstar ♥♥♥♥♥♥♥",False,8586
GTA5,bought the bundle is good its hard to get money tho,True,3578
GTA5,"IT IS FUN WITH MODS ,I HAVE PLAYED GTA 5 3 TIMES AND IT WAS SO FUN TRY IT",True,2525
GTA5,fav game of all time and 13 years later still feels like a new gen,True,2223
GTA5,fantastic game !!! iam playing this after the 13 years of realese,True,5576
GTA5,Fun game but ruined by cheaters,False,182
GTA5,great and still not dated since its lauch from 2013,True,507
GTA5,16 hours of my gameplay was at the strip club,True,1682
GTA5,Running at 25-30FPS on Online Mode and 40-60 at Story Mode,True,1516
GTA5,3 consoles and still going strong,True,7303
GTA5,i love how you can use mods and the story is good all the cars in online are perfect,True,956
GTA5,Awesome graphics and really fun,True,1322
GTA5,its pretty cool and optimized,True,557
GTA5,"After 3 years...... I finally got gta 5 online
10/10 so good",True,858
GTA5,The shoe store didn't have any shoes but other than that a good game,True,3953
GTA5,i got shat on in online and i cryed for 8 hours i really likie the stoy mode tho its really well made,True,1412
GTA5,"GTA5 online u spawn hacker comes destroy u u spawn again someone on harry potter broom like bike comes and blow u out  
5 stars",True,27048
GTA5,this game is one of the best things my eyes ever seen the ending was so good tho i picked C,True,2210
GTA5,its a good one...but i suggest that you have a good PC to enjoy this at its best,True,17908
GTA5,the best game of al time gta 5 will be that untill 6 love you rockstar,True,3661
GTA5,This game is good when you watch it on YouTube. I didn't like playing it online.,False,2554
GTA5,"The main story is amazing.

I should probably finish it someday.",True,2602
GTA5,this is the best game in my life hands down the best game ever.,True,4532
GTA5,best game to play but not for kids....,True,4702
GTA5,game is FIREEE if you and your duo arent autistic LOLL,True,3624
GTA5,quite a good game to enjoy with friends and to kill time,True,6266
GTA5,"игра ♥♥♥♥♥, куча багов, и вообще я черный с гетто",True,103568
GTA5,"boom boom shoot gun, i guess",True,4727
GTA5,TS GAME PEAK. THE STRIP CLUB IS THE BEST PLACE IN THE GAME,True,491
GTA5,kinda fun some good modders but most are bad,True,264
GTA5,Still really fun even with low framerates,True,2148
GTA5,How many years has it been bro cant even fix this pos game,False,211
GTA5,what you expect me to say dear steam it gta everybody know how its like,True,873
GTA5,cool game cool story cool characters,True,13943
GTA5,This game has GTARP... GIVE IT FIVE STARS BABY ★★★★★,True,20041
GTA5,Toxic ass players but there isn't any that you can't beat,True,5196
GTA5,"Fun, engaging, Good Story Mode",True,2553
GTA5,Peak reckless driving simulator game,True,2591
GTA5,"All my money is put in to cars , now my 5 mill arena car sells for 1500 ? and i lost all my 600.000 money i invested in assets like cars ? i cant sell my cars anymore ? really devs ? 


OK HAHAHA , FUNNY JOKE , TAKE MY NEGATIVE REVIEW 

I will put one on GTA 6 as well just because of this",False,197388
GTA5,One of the most GOATED games like def no need of explaination needed,True,2275
GTA5,amazing game super optimized,True,3535
GTA5,"good game, amazing shoe store",True,9010
GTA5,Finished the story almost 20 times. Still the best game to me.,True,3159
GTA5,Bro what are you doing reading this? GTA V is already without a doubt goated.,True,38037
GTA5,♥♥♥♥♥♥♥ What A nice game,True,5770
GTA5,"I've a lot of time on GTA, I've enjoyed every minute i've played on it. I love a good highspeed chase sometimes.",True,5510
GTA5,I want to kiss Trevor and tell him everything will be okay,True,7292
GTA5,I spent way to much time on the game to tell you its bad,True,24470
GTA5,i love this game i have been playing it for 10 years and its still fun,True,2050
GTA5,this game is top rank evrbody plays it omm playyyyyyyy thisssssss gameee nowwwwwwwwwwwwww,True,6145
GTA5,Buy this game tursssssssssttttttt,True,2618
GTA5,that's my fevourite game and dream game ... first time i playing gta 5,True,2312
GTA5,this game is good. but this game isn't work in windows 11 25H2,True,1804
GTA5,fun game cant wait for gta 6,True,13410
GTA5,game nya seru dari kecil baru kesampaian main ini game,True,412
GTA5,Best game of all time! Still wating for gta6,True,100
GTA5,Pretty Good it GTA 5 Not much else to say,True,465
GTA5,"Absolute Cinema! I Love This Game, Franklin Needs to be Buffed cuz the police keep bombing him",True,1504
GTA5,THIS GAME IS SO FUN I WOULD PLAY THIS EVRY  DAY IF I COULD!,True,1196
GTA5,must play with mods like 5 real and quantv,True,14422
GTA5,"gta offline 10/10
gta online 7/10 just because of other player",True,3030
GTA5,best game for real life experience,True,4162
GTA5,its gta five gang of course its highly reccomended,True,2023
GTA5,everyones played this i got nuthin to say its good,True,4647
GTA5,Good mafia simulator & great time killer.,True,239642
GTA5,i like that its open world and driving,True,922
GTA5,It is the best game i can recommend to anyone,True,1227
GTA5,very nice game i have ever played waiting for gta 6,True,6276
GTA5,"used to be fun, now too many modders",False,70383
GTA5,"Good Game, Gonna miss Dan Houser for GTA VI",True,863
GTA5,ROCKSTAR GAMES ALSO ALSO GOOD I WAIT GTA 6 I AM FROM PAKISTAN,True,2730
GTA5,"i really loved this game,do play one atleast",True,24714
GTA5,Great games. Rebel since 1998. Keep going rockstar.,True,155103
GTA5,i get 60 fps in medium graphics on this pc buy this after gta 6 drops so the price drops significantly,True,1897
GTA5,awesome game js that online community can be mean sometimes,True,1815
GTA5,Good but online is bad becuase to many hackers,True,3787
GTA5,very cool game not laggy at all,True,680
GTA5,Was smooth with 30+fps in 1080p.,True,364
GTA5,"what i am tell everyone about this game, everyone knows this masterpiece.",True,62775
GTA5,"Its a good game, hate cayo",True,10162
GTA5,amazing game would reccommend to evryone i know,True,672
GTA5,if you are under the age of 17 you will really enjoy going to the shoe store with your mom in the room,True,30813
GTA5,very nice game present in the market,True,4186
GTA5,was good while it lasted my last drive will be nov 18 10pm,True,1410
GTA5,Amazing game to learn terorrism,True,4468
GTA5,good game... i love the shoe store,True,254
GTA5,very good game you should buy it very very good,True,5002
GTA5,Played this way too much in college instead of studying.,False,71085
GTA5,best game for modding ever,True,12664
GTA5,sych a cool game and you can have sex cool !0,True,3107
GTA5,very good if playing with friends,True,9259
GTA5,Either you like gta or you dont i dont care.,True,522
GTA5,best gta game that has been released,True,1450
GTA5,rockstar can suck a big ol phat dyicc,False,1546
GTA5,good game 0 cheaters,True,17451
GTA5,"lqsvy fow jowqe dsui, enhande fir graphibs and optimoisation",True,115
GTA5,sometimes im bored and dk what to do there is just too much freedom,True,9848
GTA5,js add a workshop bro its not that deep </3,True,4271
GTA5,it is gta if you don't know it then you are living under a rock,True,1924
GTA5,This game is amazing. That's all I have to say.,True,7871
GTA5,AWESOME GAME ITS BEEN 13 YEARS STILL ONE OF THE BEST GAME,True,3586
GTA5,It is the best game I ever played so I like it,True,60790
GTA5,i loved open world experience mode of the game,True,38664
GTA5,if wyou wanna do s*x f*ck ppls and r*b banks then its for you,True,10311
GTA5,This game is a amazing fun to play pg 13 game i reccomend this to 13 to 100,True,3885
GTA5,"If you want to commit crimes, use this game.",True,19237
GTA5,I like the game. It is fun game,True,6828
GTA5,I like this game bc of Unrealtony1 le goat,True,6489
GTA5,It's comp get fivem or RageMP you'll have fun,True,1222
GTA5,"very nice, great succes.",True,2669
GTA5,good search up menyoo on google b4 buying,True,3716
GTA5,can't wait for more gta6 delays yay,True,833
GTA5,Now requires spyware to play. :| No thanks.,False,9299
GTA5,nice game for teenagers,True,2409
GTA5,"Legacy is ♥♥♥♥ but online is amazing
!!!!!!!!!!11",True,4033
GTA5,I like playing this game with the hulk mod 10/10,True,3390
GTA5,"It's a fun game, what else can I say?",True,317
GTA5,visit the shoe shop its got really hot shoes,True,2390
GTA5,ONLINE IS GOOD FOR KILLING TIME. Remove shadow if you have very low PC,True,5153
GTA5,"This games gives me roid rage
Spectacular 👍",True,10912
GTA5,great for for streaming,True,7262
GTA5,its cool if you like to do whatever you want in a city,True,3143
GTA5,love the game cant wait for gta 6,True,645
GTA5,it looks good and it's fun,True,7827
GTA5,it was a nice experience playing this game i love this game,True,8376
GTA5,i like the driving. otherwise its a hit or miss ngl,True,19768
GTA5,I LOVE IT ITS SMOOTH REAL AND BEST I RECOMMEND IT,True,1528
GTA5,nice game lwk hella goonable to,True,3474
GTA5,good game 10/10 nice shoes store,True,1401
GTA5,Only rating poorly because 6 isn't out yet.,False,32665
GTA5,Nu exista comentarii.,True,5408
GTA5,Very cool love the cars,True,7619
GTA5,it runs ish but playable very,True,2907
GTA5,"After years, it still is the best",True,31499
GTA5,gta v still got it and to think is so old,True,6691
GTA5,love this game such a good stress reliver,True,40809
GTA5,lovely game funny fun yayyy,True,651
GTA5,"this game is pretty good, i would recommend",True,19210
GTA5,very fun espically online,True,11461
GTA5,"the white haired dude lowkey looked like plam beach pete
 but we ion talk bout that",True,2905
GTA5,All the futuristic ♥♥♥♥ is ass,True,34893
GTA5,very goooooooooooodddddddddd,True,2968
GTA5,Bruhhhh ♥♥♥♥♥♥♥ ahhh gamee Fck U Rackstar Games,True,15026
GTA5,afcous you already know this game why it is best,True,7352
GTA5,One of the best Open World Games out there.,True,5906
GTA5,best generational game of all time,True,16498
GTA5,"Good game, but hard.",True,4108
GTA5,good stripper feature,True,8906
GTA5,Waitig for gta 6 free upgrade lol,True,1013
GTA5,Рекомендую всем кроме тех кто не всем.,True,95288
GTA5,my rocket launcher goes boom,True,337
GTA5,i love playing GTA 5 its really fun to play,True,985
GTA5,Role playing in general is fun,True,681
GTA5,"its gta, so ofc its fun",True,16471
GTA5,best ♥♥♥♥♥♥♥ game ever,True,27786
GTA5,game is nice story also,True,9252
GTA5,fun cool love the missons,True,1044
GTA5,fun and funny,True,2619
GTA5,Cant wait to beat my wife again.,True,9812
GTA5,good and fun,True,3073
GTA5,better than enhanced version for mods,True,9550
GTA5,I LIKE IT BESIDES RP JUST AINT REAL RP NO MORE,True,746
GTA5,you can do a lot of stuff its fun,True,309
GTA5,"Even though the online sometimes suck, it's peak",True,42970
GTA5,"9/10 strip club, will come again",True,9177
GTA5,liked bc i can play fivem (fivem is only gta legacy NOT enchanced),True,1603
GTA5,ppl go boom and u can bang bang in club,True,1767
GTA5,i hate this game people online would blow up my acid lab,True,3351
GTA5,best game in the worlgd,True,3630
GTA5,yes but its not working on my pc,True,870
GTA5,"its awesome, cant wait for GTA 6",True,9464
GTA5,Classic GTA experience 8/10,True,4869
GTA5,good game but ayo game too,True,1227
GTA5,"Downloaded GTA V for the acclaimed open world story experience.
What I got instead was:
a man named something unprintable who killed me on the loading screen
a $2,000,000 yacht I will never afford parked outside my $400 apartment
someone doing something with a rocket launcher that shouldn't be physically possible
and a CEO organization that collapsed because one guy drove a truck into the ocean for fun. That guy was me.
The economy is a realistic simulation of late capitalism. Everything costs money. Money takes forever. Someone who has played since 2013 flies past on a jetpack. He has everything. He will not share.
Online is a social experiment with explosions.
Story mode is a masterpiece I will never finish because Online exists.
10/10. I own nothing.
The yacht guy does though.",True,2825
GTA5,i love this is game i think that if i can to play something this is just this game🤩🤩🤩,True,2829
GTA5,W game i love selling drugs,True,274
GTA5,you can kill people especially the blacks :),True,1445
GTA5,Half this ♥♥♥♥♥♥♥ game 10 years later is just hackers,False,20939
GTA5,Bang bang. I am addicted.,True,2552
GTA5,very best game i played worth it,True,3253
GTA5,best game open world,True,676
GTA5,GTA is always ♥♥♥♥♥♥ fire,True,991
GTA5,It's GTA lol everyone knows this game,True,553
GTA5,good addictimg,True,10219
GTA5,good for playing long time,True,56309
GTA5,"Absolute Cinema or Game, idk",True,457
GTA5,THIS IS SO GOOD EVEN ON A TRASH PC FR FR,True,2317
GTA5,i think this game is good idk i havent played it,True,204
GTA5,got ran over by a bike 10/10 game,True,5257
GTA5,best ♥♥♥♥♥♥♥ game,True,1874
GTA5,I LOVED THIS GAME I PLAY IT WITH MY BRO PERFECT,True,1673
GTA5,never gonna be frustrating,True,16131
GTA5,the amount of shoes they have in the shoe store is amazing,False,2181
GTA5,This game changed my life,True,492
GTA5,Esotico y estremeciente,True,5747
GTA5,its cool very interactive,True,7457
GTA5,Speaks for itself honestly.,True,5219
GTA5,Grand Theft Auto V 5 Legacy Roleplay,True,2393
GTA5,its a game made in a game engine.,True,175
GTA5,robbing people is fun,True,2379
GTA5,game is super fun,True,7147
GTA5,"best game i,ve ever played",True,2339
GTA5,its a great game overall,True,1160
GTA5,Its very good for modding,True,3817
GTA5,"i hate this game sm and now im trying to open it, it tells me to go ♥♥♥♥ myself",False,14306
GTA5,this game never ♥♥♥♥♥♥♥ dies!!!,True,1136
GTA5,sick game lad play it,True,7373
GTA5,do i need to explain why this game is good ?,True,9667
GTA5,i would reccomend especially if you have some free time,True,3939
GTA5,One of the best game i have everplayed,True,601172
GTA5,i love gta so much its my fav game ever,True,1042
GTA5,"Sooo, good game 100/10",True,2822
GTA5,i like the game and i exxiaided to make gta 6 at 2026,True,4306
GTA5,very good just need a better pc!,True,5822
GTA5,Very Good Very Nice,True,18163
GTA5,peak game boyfriend told me to get it,True,1444
GTA5,"It is awesome
play it now on steam",True,6500
GTA5,W game super easy to mod,True,2514
GTA5,good ass game i reccomend,True,1814
GTA5,Never ending game. Good times,True,17307
GTA5,This game is just goated!,True,628
GTA5,the best video game of all time.,True,2281
GTA5,"Man, fun at co oo.",True,7547
GTA5,yes awesome game gets very addictive,True,4569
GTA5,♥♥♥♥ yes this game is so PEAK son,True,5506
GTA5,this game matches what i do irl,True,882
GTA5,ita gta man buy it its very fun,True,22521
GTA5,One of the best story games out theree!!!!,True,2023
GTA5,i like robbing banks in the game,True,13454
GTA5,damm good game after 13 yrs,True,71177
GTA5,very good fivem is the best,True,506
GTA5,best game avear played,True,9607
GTA5,WHY ARENT YOU ALLOWING ME TO PL:AAYYYYYYYYYYYYYYYYY,True,4840
GTA5,there was a very quality experience,True,705
GTA5,♥♥♥♥♥♥ best game ever,True,4403
GTA5,it was a great time to have dun,True,2856
GTA5,so fun but its buggy,True,672
GTA5,verrygood game i like it,True,19900
GTA5,"very good, SHO\E STORE IS BEST",True,2985
GTA5,i would recommend this game gooners,True,232
GTA5,very good i can spend myy whole life playying this,True,8897
GTA5,"yay gta6 soon?
prob not
i give up lmaoo",True,24045
GTA5,YES ITS A INAPROP BUT ITS SO FUN!!!!!!!!!!!,True,339
GTA5,"This is GTA V, you know it's good.",True,27855
GTA5,great game most of the time,True,6415
GTA5,it i s a perfect game,True,1409
GTA5,read enhanced review 10/10,True,2141
GTA5,good stretclub,True,8602
GTA5,very skibib game i got griefed atleast 5000 times,True,4651
GTA5,online not supported on linux,False,16166
GTA5,The perfect game,True,3477
GTA5,i love this game so much 10/10,True,18806
GTA5,it is a diamond form rockstar,True,48467
GTA5,very ice game i liked it a loot,True,590
GTA5,Peak asl would play until i die lol gooner,True,2934
GTA5,I love the shoe store that's where all of my hours come from.,True,9805
GTA5,The best game ever made,True,1685
GTA5,"I hate this game, however, I love it.",True,23466
GTA5,damn its a good game fr,True,3239
GTA5,Greatest game of my life,True,17149
GTA5,runs good on low end pc,True,789
GTA5,fun to play online with friends :).,True,6564
GTA5,"""Gee Michael, that sure was some grand theft.""",True,13368
GTA5,Runs just fine on Linux.,True,1981
GTA5,its good for modding,True,14718
GTA5,its gta 5 but old,True,2641
GTA5,its a good relistic game,True,625
GTA5,Nothing else to say,True,7076
GTA5,this game is absolute cinema,True,2574
GTA5,fun to troll friends,True,10339
GTA5,this game is very bad its a scam,True,12663
GTA5,best game ever boiz,True,9724
GTA5,It's better then GTA 6 at least...,True,6202
GTA5,"постоянно в тулеве меня роняют, пофиксите пж",True,46475
GTA5,the best game of all times,True,1432
GTA5,Kind of a good game (I think?),True,10474
